doubt_id,text,topic,urgency
DBT002991,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT002992,"not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT002993,python version mismatch is breaking the autograder,Env_Setup,Low
DBT002994,for loop skips the last element please help,Loops_Recursion,High
DBT002995,"hi, my sorting algorithm is too slow for large inputs, system crashed during the final demo",Algorithms,Critical
DBT002996,"hi, grade for the last assignment has not appeared yet",Deadline_Admin,Low
DBT002997,"index out of bounds error only on the last test case, need to fix this soon",Debugging_Errors,Medium
DBT002998,"virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT002999,"confused about when to use inheritance vs composition, deadline is tomorrow",OOP_Design,High
DBT003000,getting a null pointer exception i cannot trace,Debugging_Errors,Medium
DBT003001,not sure how to normalize this schema for the project,Databases,High
DBT003002,"confused about when to use inheritance vs composition, just curious",OOP_Design,Low
DBT003003,"git merge conflict i don't know how to resolve, for future reference",Env_Setup,Low
DBT003004,"my code throws an error only on the grading server not locally, would like this before the next class",Debugging_Errors,Medium
DBT003005,"python version mismatch is breaking the autograder, need to fix this soon",Env_Setup,Medium
DBT003006,"hi, extension request for the assignment due tonight, need to fix this soon",Deadline_Admin,Medium
DBT003007,"while loop condition never becomes false, exam is happening right now",Loops_Recursion,Critical
DBT003008,"hi, database connection keeps timing out during the demo, for future reference",Databases,Low
DBT003009,"segmentation fault when i run the test suite, need help asap",Debugging_Errors,High
DBT003010,"hi, constructor is not initializing the parent class fields, just curious",OOP_Design,Low
DBT003011,"hi, not sure which time complexity my solution actually has, whenever you get a chance",Algorithms,Low
DBT003012,"cannot install the required package on my laptop, for future reference",Env_Setup,Low
DBT003013,"python version mismatch is breaking the autograder, need to fix this soon",Env_Setup,Medium
DBT003014,"my sorting algorithm is too slow for large inputs, whenever you get a chance please help",Algorithms,Low
DBT003015,recursion depth exceeded error keeps showing up,Loops_Recursion,Medium
DBT003016,"virtual environment not activating on windows, would like this before the next class",Env_Setup,Medium
DBT003017,"grade for the last assignment has not appeared yet, need help asap",Deadline_Admin,High
DBT003018,"python version mismatch is breaking the autograder, deadline is tomorrow",Env_Setup,High
DBT003019,not sure how to normalize this schema for the project,Databases,Low
DBT003020,"database connection keeps timing out during the demo, would like this before the next class",Databases,Medium
DBT003021,"api call returns 404 only in production, whenever you get a chance",WebDev,Low
DBT003022,"hi, my recursive function never hits the base case, need help asap",Loops_Recursion,High
DBT003023,"hi, confused about when to use inheritance vs composition",OOP_Design,Medium
DBT003024,"not sure which time complexity my solution actually has, just curious",Algorithms,Low
DBT003025,"hi, confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT003026,"my sorting algorithm is too slow for large inputs, exam is happening right now please help",Algorithms,Critical
DBT003027,"getting an abstract method error in my subclass, deadline is tomorrow please help",OOP_Design,High
DBT003028,"dynamic programming table is giving wrong values, this is blocking my progress",Algorithms,High
DBT003029,"exam is in two hours and autograder is down, this is blocking my progress",Deadline_Admin,High
DBT003030,"hi, git merge conflict i don't know how to resolve",Env_Setup,Medium
DBT003031,"python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT003032,"hi, while loop condition never becomes false, would like this before the next class please help",Loops_Recursion,Medium
DBT003033,"cors error when calling the backend from the frontend, need to fix this soon",WebDev,High
DBT003034,"while loop condition never becomes false, would like this before the next class",Loops_Recursion,Medium
DBT003035,"constructor is not initializing the parent class fields, would like this before the next class please help",OOP_Design,Medium
DBT003036,"hi, foreign key constraint fails on insert, for future reference",Databases,Low
DBT003037,"trying to understand tail recursion vs normal recursion, for future reference",Loops_Recursion,Low
DBT003038,"my sorting algorithm is too slow for large inputs, need help asap",Algorithms,High
DBT003039,"git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT003040,"virtual environment not activating on windows, need help asap please help",Env_Setup,High
DBT003041,"query is extremely slow on the test dataset, whenever you get a chance please help",Databases,Low
DBT003042,"loop runs forever and I don't know why, no rush please help",Loops_Recursion,Low
DBT003043,"hi, submission portal is not accepting my file before the deadline, need help asap please help",Deadline_Admin,High
DBT003044,"hi, virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT003045,not sure how polymorphism applies to this assignment,OOP_Design,Medium
DBT003046,"python version mismatch is breaking the autograder, this is blocking my progress",Env_Setup,High
DBT003047,"cors error when calling the backend from the frontend, no rush",WebDev,Low
DBT003048,"exam is in two hours and autograder is down, need help asap",Deadline_Admin,High
DBT003049,form submission is not updating the database,WebDev,Low
DBT003050,"submission portal is not accepting my file before the deadline, need to fix this soon",Deadline_Admin,Medium
DBT003051,"hi, api call returns 404 only in production, exam is happening right now",WebDev,Critical
DBT003052,"hi, grade for the last assignment has not appeared yet, need to fix this soon",Deadline_Admin,Medium
DBT003053,"my sorting algorithm is too slow for large inputs, need help asap",Algorithms,High
DBT003054,foreign key constraint fails on insert please help,Databases,Low
DBT003055,"recursion depth exceeded error keeps showing up, exam is happening right now",Loops_Recursion,Critical
DBT003056,"not sure how to normalize this schema for the project, system crashed during the final demo",Databases,Critical
DBT003057,not sure which time complexity my solution actually has,Algorithms,Low
DBT003058,"stack trace points to a line that looks fine to me, whenever you get a chance please help",Debugging_Errors,Low
DBT003059,"graph traversal is missing some nodes, would like this before the next class",Algorithms,Medium
DBT003060,"query is extremely slow on the test dataset, no rush",Databases,Low
DBT003061,"extension request for the assignment due tonight, just curious",Deadline_Admin,Low
DBT003062,"trying to understand tail recursion vs normal recursion, just curious",Loops_Recursion,Low
DBT003063,"my recursive function never hits the base case, deadline is tomorrow",Loops_Recursion,High
DBT003064,"foreign key constraint fails on insert, no rush please help",Databases,Low
DBT003065,"hi, exam is in two hours and autograder is down",Deadline_Admin,Low
DBT003066,"hi, my code throws an error only on the grading server not locally, for future reference",Debugging_Errors,Low
DBT003067,"my sql join is returning duplicate rows, whenever you get a chance please help",Databases,Low
DBT003068,"for loop skips the last element, need help asap",Loops_Recursion,Low
DBT003069,submission portal is not accepting my file before the deadline,Deadline_Admin,High
DBT003070,"my class diagram doesn't match the actual code structure, no rush",OOP_Design,Low
DBT003071,"database connection keeps timing out during the demo, need to fix this soon",Databases,Medium
